Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200502,S92000003,Total,d,85plus,"",27,1910,1502.90745709632,21,596,468.97007561749,4034,3174.20349839087
20200502,S92000003,Total,d,Total,d,217,13309,243.60734354694,44,1673,30.6225175260374,57325,1049.27424816503
20200503,S92000003,Female,"",0 to 14,"",0,51,12.0870552378424,0,0,0,2382,564.53657993217
20200503,S92000003,Female,"",0 to 59,"",91,4785,233.672585883832,0,41,2.00221024477264,23690,1156.88684630888
20200503,S92000003,Female,"",15 to 19,"",3,66,47.9003672361488,0,0,0,722,524.00098703787
20200503,S92000003,Female,"",20 to 24,"",10,356,207.713402182158,0,0,0,1720,1003.55913413851
20200503,S92000003,Female,"",25 to 44,"",45,2023,280.785811641716,0,6,0.832780459639295,9934,1378.80684767613
20200503,S92000003,Female,"",45 to 64,"",39,2773,358.275677177206,0,59,7.6228867484512,10895,1407.65001905722
20200503,S92000003,Female,"",60+,"",35,3277,435.447007547571,18,725,96.3378335282237,10215,1357.36685447008
20200503,S92000003,Female,"",65 to 74,"",8,550,182.420622153824,1,104,34.4940812799958,2655,880.594094215276
20200503,S92000003,Female,"",75 to 84,"",9,980,513.024541418879,6,246,128.779629784739,3010,1575.71823435799
20200503,S92000003,Female,"",85plus,"",12,1263,1536.60851157019,11,351,427.038469961311,2587,3147.43168601114
20200503,S92000003,Female,"",Total,d,126,8062,287.898033672857,18,766,27.354241353685,33907,1210.83585062584
20200503,S92000003,Male,"",0 to 14,"",0,42,9.46444747907681,0,0,0,2600,585.894367752374
20200503,S92000003,Male,"",0 to 59,"",41,2485,122.6116024621,0,71,3.50318864177429,15614,770.405457079772
20200503,S92000003,Male,"",15 to 19,"",1,37,25.6637904724912,0,0,0,547,379.40792941764
20200503,S92000003,Male,"",20 to 24,"",4,104,59.0687583065441,0,0,0,926,525.939136460191
20200503,S92000003,Male,"",25 to 44,"",22,935,132.964729505656,0,6,0.853249601105811,5897,838.602149620162
20200503,S92000003,Male,"",45 to 64,"",17,1786,245.877152285515,1,103,14.1799253557716,7340,1010.49176807149
20200503,S92000003,Male,"",60+,"",22,2816,442.573843508655,18,872,137.047014041032,8835,1388.54400120702
20200503,S92000003,Male,"",65 to 74,"",6,751,271.316009089628,2,206,74.4222341843721,2895,1045.88528137746
20200503,S92000003,Male,"",75 to 84,"",9,983,665.385084002329,8,365,247.065672086317,2676,1811.36366713147
20200503,S92000003,Male,"",85plus,"",4,663,1476.84494241864,7,263,585.837435680396,1568,3492.74942641392
20200503,S92000003,Male,"",Total,d,63,5307,199.286294457798,18,943,35.4111504943855,24451,918.173956244135
20200503,S92000003,Total,d,0 to 14,"",0,93,10.7426894842931,0,0,0,4983,575.600233335836
20200503,S92000003,Total,d,0 to 59,"",132,7270,178.428464911441,0,112,2.74882917057516,39304,964.642693931125
20200503,S92000003,Total,d,15 to 19,"",4,105,37.239588874938804,0,0,0,1295,459.288262790912
20200503,S92000003,Total,d,20 to 24,"",14,467,134.405507459937,0,0,0,2739,788.301252532695
20200503,S92000003,Total,d,25 to 44,"",67,3014,211.706067127822,0,12,0.842890778212959,16413,1152.86386190077
20200503,S92000003,Total,d,45 to 64,"",56,4619,307.858626306683,1,162,10.7973798358265,18862,1257.16159545284
20200503,S92000003,Total,d,60+,"",57,6093,438.712074410406,36,1597,114.98821316813,19050,1371.65025726543
20200503,S92000003,Total,d,65 to 74,"",14,1305,225.661421407574,3,310,53.6053951236383,5578,964.551270966626
20200503,S92000003,Total,d,75 to 84,"",18,1963,579.469709940429,14,611,180.364744153644,5692,1680.25552164082
20200503,S92000003,Total,d,85plus,"",16,1926,1515.49725778404,18,614,483.133601391173,4155,3269.41386609173
20200503,S92000003,Total,d,Total,d,189,13498,247.066791133564,36,1709,31.2814599234895,59724,1093.18543737302
20200504,S92000003,Female,"",0 to 14,"",1,52,12.3240563209374,0,0,0,2453,581.363656831912
20200504,S92000003,Female,"",0 to 59,"",103,4888,238.70252869387,2,43,2.09987903720058,24742,1208.26063112597
20200504,S92000003,Female,"",15 to 19,"",2,68,49.3518935160321,0,0,0,761,552.305749495595
20200504,S92000003,Female,"",20 to 24,"",3,359,209.463796020771,0,0,0,1825,1064.82291848999
20200504,S92000003,Female,"",25 to 44,"",45,2068,287.03166508901,0,6,0.832780459639295,10375,1440.01621145961
20200504,S92000003,Female,"",45 to 64,"",63,2836,366.415369806908,2,61,7.88128968907666,11377,1469.92512774795
20200504,S92000003,Female,"",60+,"",113,3390,450.462421600935,17,742,98.5967896247475,10761,1429.91920909961
20200504,S92000003,Female,"",65 to 74,"",15,565,187.395730030746,1,105,34.8257551384573,2789,925.038391249117
20200504,S92000003,Female,"",75 to 84,"",38,1018,532.917329759611,5,251,131.397101934835,3187,1668.3767484714
20200504,S92000003,Female,"",85plus,"",49,1312,1596.22356863031,11,362,440.421441954401,2736,3328.71012482663
20200504,S92000003,Female,"",Total,d,216,8278,295.611501208622,19,785,28.0327408128495,35505,1267.90122619136
20200504,S92000003,Male,"",0 to 14,"",0,42,9.46444747907681,0,0,0,2686,605.273950685722
20200504,S92000003,Male,"",0 to 59,"",44,2529,124.782592606298,1,72,3.5525293268697,16352,806.818882680186
20200504,S92000003,Male,"",15 to 19,"",0,37,25.6637904724912,0,0,0,581,402.990872013983
20200504,S92000003,Male,"",20 to 24,"",1,105,59.6367271364147,0,0,0,1000,567.968829870617
20200504,S92000003,Male,"",25 to 44,"",19,954,135.666686575824,0,6,0.853249601105811,6182,879.131505672688
20200504,S92000003,Male,"",45 to 64,"",28,1814,249.731889275433,2,105,14.4552637121943,7693,1059.0889879801
20200504,S92000003,Male,"",60+,"",69,2885,453.418159986672,20,892,140.190294179588,9277,1458.0104922691
20200504,S92000003,Male,"",65 to 74,"",15,766,276.735103811791,4,210,75.8673261102822,3039,1097.90859071023
20200504,S92000003,Male,"",75 to 84,"",22,1005,680.276713552737,5,370,250.450133347774,2805,1898.68276767704
20200504,S92000003,Male,"",85plus,"",28,691,1539.21546789032,10,273,608.112623348852,1643,3659.81333392734
20200504,S92000003,Male,"",Total,d,113,5420,203.52962426253401,21,964,36.1997339094248,25631,962.484833851107
20200504,S92000003,Total,d,0 to 14,"",1,94,10.8582022744468,0,0,0,5140,593.735741389965
20200504,S92000003,Total,d,0 to 59,"",147,7417,182.036303197821,3,115,2.82245852335842,41094,1008.57487442514
20200504,S92000003,Total,d,15 to 19,"",2,107,37.9489143773186,0,0,0,1368,485.178643627774
20200504,S92000003,Total,d,20 to 24,"",4,471,135.556732363234,0,0,0,2918,839.81856695524
20200504,S92000003,Total,d,25 to 44,"",65,3079,216.271725509808,0,12,0.842890778212959,17139,1203.85875398266
20200504,S92000003,Total,d,45 to 64,"",91,4710,313.923821152734,4,166,11.0639818070815,19697,1312.81475695231
20200504,S92000003,Total,d,60+,"",182,6275,451.816554558559,37,1634,117.652310780667,20038,1442.78886378397
20200504,S92000003,Total,d,65 to 74,"",30,1335,230.849040290507,5,315,54.4699982707937,5856,1012.62320594847
20200504,S92000003,Total,d,75 to 84,"",60,2023,597.181468777121,10,621,183.316703959759,5998,1770.58549170795
20200504,S92000003,Total,d,85plus,"",77,2003,1576.08567359368,21,635,499.657714793803,4379,3445.67107571978
20200504,S92000003,Total,d,Total,d,330,13828,253.107096443541,40,1749,32.0136181428807,62502,1144.03382570974
20200505,S92000003,Female,"",0 to 14,"",1,53,12.5610574040323,0,0,0,2527,598.901736980938
20200505,S92000003,Female,"",0 to 59,"",107,4995,243.927809088765,1,44,2.14871343341455,25895,1264.56668996067
20200505,S92000003,Female,"",15 to 19,"",3,71,51.5291829358571,0,0,0,816,592.222722192385
20200505,S92000003,Female,"",20 to 24,"",11,370,215.881906762355,0,0,0,1925,1123.16937977712
20200505,S92000003,Female,"",25 to 44,"",35,2103,291.889551103573,0,6,0.832780459639295,10869,1508.58180263658
20200505,S92000003,Female,"",45 to 64,"",68,2904,375.201069788174,2,63,8.13969262970213,11899,1537.3682952512
20200505,S92000003,Female,"",60+,"",70,3460,459.764005527798,23,765,101.653024343574,11337,1506.45795684065
20200505,S92000003,Female,"",65 to 74,"",8,573,190.049120898438,1,106,35.1574289969188,2916,967.160971273727
20200505,S92000003,Female,"",75 to 84,"",19,1037,542.863723929977,4,255,133.491079654912,3356,1756.84730714465
20200505,S92000003,Female,"",85plus,"",32,1344,1635.15585079203,17,379,461.104216852812,2924,3557.43728252671
20200505,S92000003,Female,"",Total,d,177,8455,301.932259328207,24,809,28.8897927612678,37234,1329.64467697534
20200505,S92000003,Male,"",0 to 14,"",2,44,9.91513545427094,0,0,0,2765,623.07612570589
20200505,S92000003,Male,"",0 to 59,"",56,2585,127.545670971641,1,73,3.60187001196512,17145,845.946045960848
20200505,S92000003,Male,"",15 to 19,"",1,38,26.3574064312072,0,0,0,616,427.267430569043
20200505,S92000003,Male,"",20 to 24,"",3,108,61.3406336260266,0,0,0,1065,604.886803812207
20200505,S92000003,Male,"",25 to 44,"",26,980,139.364101513949,1,7,0.99545786795678,6508,925.491400666104
20200505,S92000003,Male,"",45 to 64,"",32,1846,254.137302978197,2,107,14.7306020686171,8050,1108.23688460156
20200505,S92000003,Male,"",60+,"",56,2941,462.219344374629,25,917,144.119394352783,9688,1522.60489911642
20200505,S92000003,Male,"",65 to 74,"",11,777,280.709106608044,6,216,78.0349639991474,3198,1155.35099476515
20200505,S92000003,Male,"",75 to 84,"",23,1028,695.845235355436,9,379,256.542163618395,2929,1982.61740696116
20200505,S92000003,Male,"",85plus,"",14,705,1570.40073062616,8,281,625.932773483617,1702,3791.23694117123
20200505,S92000003,Male,"",Total,d,112,5532,207.735402476077,26,990,37.1760752804259,26835,1007.6969496467
20200505,S92000003,Total,d,0 to 14,"",3,97,11.2047406449079,0,0,0,5293,611.40919828348
20200505,S92000003,Total,d,0 to 59,"",163,7580,186.036831365712,2,117,2.87154475854726,43040,1056.33578126388
20200505,S92000003,Total,d,15 to 19,"",4,111,39.3675653820782,0,0,0,1458,517.098291234865
20200505,S92000003,Total,d,20 to 24,"",14,485,139.586019524774,0,0,0,3083,887.306594216246
20200505,S92000003,Total,d,25 to 44,"",61,3140,220.556420299058,1,13,0.913131676397372,17959,1261.45629049388
20200505,S92000003,Total,d,45 to 64,"",100,4810,320.588870434108,4,170,11.3305837783365,20576,1371.40054013559
20200505,S92000003,Total,d,60+,"",126,6401,460.888886968819,48,1682,121.108437413147,21025,1513.85546766434
20200505,S92000003,Total,d,65 to 74,"",19,1354,234.134532249697,7,322,55.6804426768113,6142,1062.07850596576
20200505,S92000003,Total,d,75 to 84,"",42,2065,609.579699962805,13,634,187.154251707709,6291,1857.07791402712
20200505,S92000003,Total,d,85plus,"",46,2049,1612.28135057087,25,660,519.329278368362,4626,3640.02612383643
20200505,S92000003,Total,d,Total,d,289,14117,258.396939578643,50,1799,32.9288159171197,65435,1197.7193271466
20200506,S92000003,Female,"",0 to 14,"",0,53,12.5610574040323,0,0,0,2606,617.624822545439
20200506,S92000003,Female,"",0 to 59,"",106,5101,249.104255087445,1,45,2.19754782962851,27238,1330.15128407603
20200506,S92000003,Female,"",15 to 19,"",4,75,54.4322354956236,0,0,0,877,636.494273728826
20200506,S92000003,Female,"",20 to 24,"",9,379,221.133088278196,0,0,0,2051,1196.68592099889
20200506,S92000003,Female,"",25 to 44,"",49,2152,298.690591523961,0,6,0.832780459639295,11454,1589.77789745141
20200506,S92000003,Female,"",45 to 64,"",59,2963,382.823956536625,1,64,8.26889410001486,12483,1612.82195391384
20200506,S92000003,Female,"",60+,"",102,3562,473.317742106942,22,787,104.576379292017,11898,1581.00350802594
20200506,S92000003,Female,"",65 to 74,"",16,589,195.355902633822,3,109,36.1524505723032,3053,1012.60028988295
20200506,S92000003,Female,"",75 to 84,"",24,1061,555.42759025044,5,260,136.108551805009,3494,1829.08953848731
20200506,S92000003,Female,"",85plus,"",47,1391,1692.33764021705,14,393,478.137090298562,3118,3793.4642431321
20200506,S92000003,Female,"",Total,d,208,8663,309.360042881166,23,832,29.7111342118354,39138,1397.63746488319
20200506,S92000003,Male,"",0 to 14,"",2,46,10.3658234294651,0,0,0,2850,642.230364651641
20200506,S92000003,Male,"",0 to 59,"",53,2638,130.160727281698,2,75,3.70055138215594,18068,891.487498303914
20200506,S92000003,Male,"",15 to 19,"",3,41,28.4382543073551,0,0,0,662,459.173764669978
20200506,S92000003,Male,"",20 to 24,"",3,111,63.0445401156385,0,0,0,1141,648.052434882374
20200506,S92000003,Male,"",25 to 44,"",18,998,141.923850317267,0,7,0.99545786795678,6861,975.690918864496
20200506,S92000003,Male,"",45 to 64,"",32,1878,258.542716680961,2,109,15.0059404250398,8501,1170.32568397489
20200506,S92000003,Male,"",60+,"",45,2986,469.291724686379,18,935,146.948346477483,10145,1594.42885028242
20200506,S92000003,Male,"",65 to 74,"",12,789,285.044382385775,2,218,78.7575099621025,3345,1208.45812304235
20200506,S92000003,Male,"",75 to 84,"",13,1041,704.644834635223,7,386,261.280409384434,3082,2086.18192156173
20200506,S92000003,Male,"",85plus,"",15,720,1603.81351212884,9,290,645.980442385227,1771,3944.93573608358
20200506,S92000003,Male,"",Total,d,98,5630,211.415458412927,20,1010,37.9271071042729,28215,1059.51814549214
20200506,S92000003,Total,d,0 to 14,"",2,99,11.4357662252153,0,0,0,5458,630.468808658839
20200506,S92000003,Total,d,0 to 59,"",159,7739,189.939187063225,3,120,2.94517411133053,45306,1111.95048573284
20200506,S92000003,Total,d,15 to 19,"",7,118,41.8502046404074,0,0,0,1565,555.047205612183
20200506,S92000003,Total,d,20 to 24,"",12,497,143.039694234666,0,0,0,3285,945.44345183275
20200506,S92000003,Total,d,25 to 44,"",67,3207,225.262560477413,0,13,0.913131676397372,18898,1327.41249388904
20200506,S92000003,Total,d,45 to 64,"",91,4901,326.654065280159,3,173,11.5305352567777,21612,1440.45045069063
20200506,S92000003,Total,d,60+,"",147,6548,471.473274780788,40,1722,123.988542940213,22043,1587.15415332818
20200506,S92000003,Total,d,65 to 74,"",28,1382,238.976309873768,5,327,56.5450458239668,6427,1111.36088535362
20200506,S92000003,Total,d,75 to 84,"",37,2102,620.501951245432,12,646,190.696603475047,6582,1942.97994438508
20200506,S92000003,Total,d,85plus,"",62,2111,1661.06682823578,23,683,537.427116856956,4889,3846.97097264079
20200506,S92000003,Total,d,Total,d,306,14423,263.997949956986,43,1842,33.7158860029652,68723,1257.90273278055
20200507,S92000003,Female,"",0 to 14,"",2,55,13.0350595702222,0,0,0,2677,634.45189944518
20200507,S92000003,Female,"",0 to 59,"",92,5193,253.59701953913,1,46,2.24638222584248,28450,1389.33857228736
20200507,S92000003,Female,"",15 to 19,"",1,76,55.1579986355653,0,0,0,914,663.347509906667
20200507,S92000003,Female,"",20 to 24,"",9,388,226.384269794037,0,0,0,2154,1256.78277612463
20200507,S92000003,Female,"",25 to 44,"",44,2196,304.797648227982,0,6,0.832780459639295,11980,1662.78498441313
20200507,S92000003,Female,"",45 to 64,"",44,3007,388.508821230386,3,67,8.65649851095306,13061,1687.50040375459
20200507,S92000003,Female,"",60+,"",106,3668,487.40299776762,20,807,107.233974699692,12527,1664.58488359732
20200507,S92000003,Female,"",65 to 74,"",13,602,199.667662793822,1,110,36.4841244307647,3193,1059.03463006756
20200507,S92000003,Female,"",75 to 84,"",32,1093,572.179412011056,7,267,139.773012815144,3689,1931.17095234107
20200507,S92000003,Female,"",85plus,"",53,1444,1756.81923254739,10,403,490.303428474098,3309,4025.84130228484
20200507,S92000003,Female,"",Total,d,198,8861,316.430721455617,21,853,30.4610546667014,40979,1463.38049142645
20200507,S92000003,Male,"",0 to 14,"",0,46,10.3658234294651,0,0,0,2936,661.609947584989
20200507,S92000003,Male,"",0 to 59,"",46,2684,132.430398796087,1,76,3.74989206725135,18893,932.193563507629
20200507,S92000003,Male,"",15 to 19,"",3,44,30.519102183503,0,0,0,699,484.837555142469
20200507,S92000003,Male,"",20 to 24,"",5,116,65.8843842649915,0,0,0,1209,686.674315313576
20200507,S92000003,Male,"",25 to 44,"",21,1019,144.910223921137,1,8,1.13766613480775,7188,1022.19302212476
20200507,S92000003,Male,"",45 to 64,"",25,1903,261.984446136246,0,109,15.0059404250398,8884,1223.05297922985
20200507,S92000003,Male,"",60+,"",46,3032,476.521269005058,17,952,149.620134595256,10555,1658.86609312282
20200507,S92000003,Male,"",65 to 74,"",9,798,288.295839219072,2,220,79.4800559250575,3491,1261.20397833807
20200507,S92000003,Male,"",75 to 84,"",12,1053,712.767541662718,8,394,266.695547402764,3201,2166.73209958439
20200507,S92000003,Male,"",85plus,"",17,737,1641.68133116522,7,297,661.573073753146,1840,4098.63453099592
20200507,S92000003,Male,"",Total,d,92,5722,214.870204802623,18,1028,38.6030357457352,29450,1105.89436061469
20200507,S92000003,Total,d,0 to 14,"",2,101,11.6667918055227,0,0,0,5615,648.60431671296794
20200507,S92000003,Total,d,0 to 59,"",138,7877,193.326137291255,2,122,2.99426034651937,47343,1161.94481627268
20200507,S92000003,Total,d,15 to 19,"",4,122,43.268855645167,0,0,0,1639,581.292249200235
20200507,S92000003,Total,d,20 to 24,"",14,511,147.068981396206,0,0,0,3456,994.658316448701
20200507,S92000003,Total,d,25 to 44,"",65,3272,229.8282188594,1,14,0.983372574581786,19751,1387.32798004035
20200507,S92000003,Total,d,45 to 64,"",69,4970,331.252949284307,3,176,11.7304867352189,22573,1504.50157428464
20200507,S92000003,Total,d,60+,"",152,6700,482.417675783641,37,1759,126.65264055275,23082,1661.96489439373
20200507,S92000003,Total,d,65 to 74,"",22,1404,242.780563721252,3,330,57.0638077122601,6713,1160.81618537091
20200507,S92000003,Total,d,75 to 84,"",44,2146,633.490574392339,15,661,195.12454318422,6896,2035.6714822971
20200507,S92000003,Total,d,85plus,"",70,2181,1716.14720624454,17,700,550.803780087656,5150,4052.34209635919
20200507,S92000003,Total,d,Total,d,290,14713,269.306097047572,39,1881,34.4297402668717,71800,1314.22400380722
20200508,S92000003,Female,"",0 to 14,"",0,55,13.0350595702222,0,0,0,2755,652.937983926587
20200508,S92000003,Female,"",0 to 59,"",92,5285,258.089783990815,0,46,2.24638222584248,29624,1446.67015344256
20200508,S92000003,Female,"",15 to 19,"",4,80,58.0610511953319,0,0,0,944,685.120404104916
20200508,S92000003,Female,"",20 to 24,"",11,399,232.802380535621,0,0,0,2254,1315.12923741175
20200508,S92000003,Female,"",25 to 44,"",42,2238,310.627111445457,0,6,0.832780459639295,12513,1736.76364857775
20200508,S92000003,Female,"",45 to 64,"",46,3053,394.452088864771,0,67,8.65649851095306,13599,1757.01079478284
20200508,S92000003,Female,"",60+,"",81,3749,498.166259168704,19,826,109.758690336983,13142,1746.30594238333
20200508,S92000003,Female,"",65 to 74,"",10,612,202.984401378437,0,110,36.4841244307647,3315,1099.49884079986
20200508,S92000003,Female,"",75 to 84,"",25,1118,585.266772761538,4,271,141.866990535221,3853,2017.02403886423
20200508,S92000003,Female,"",85plus,"",35,1479,1799.40141616176,15,418,508.552935737402,3533,4298.36727741684
20200508,S92000003,Female,"",Total,d,173,9034,322.608637583799,19,872,31.1395541258659,42768,1527.26657208146
20200508,S92000003,Male,"",0 to 14,"",2,48,10.8165114046592,0,0,0,3020,680.538842543142
20200508,S92000003,Male,"",0 to 59,"",43,2727,134.55204825519,0,76,3.74989206725135,19701,972.060837064723
20200508,S92000003,Male,"",15 to 19,"",2,46,31.906334100935,0,0,0,730,506.339649862664
20200508,S92000003,Male,"",20 to 24,"",2,118,67.0203219247328,0,0,0,1285,729.839946383742
20200508,S92000003,Male,"",25 to 44,"",24,1043,148.32322232556,0,8,1.13766613480775,7527,1070.40162458724
20200508,S92000003,Male,"",45 to 64,"",17,1920,264.324822165839,1,110,15.1436096032512,9242,1272.33854502952
20200508,S92000003,Male,"",60+,"",37,3069,482.336337261386,15,967,151.977594699172,10982,1725.97512408098
20200508,S92000003,Male,"",65 to 74,"",8,806,291.186023070893,0,220,79.4800559250575,3620,1307.80819294867
20200508,S92000003,Male,"",75 to 84,"",9,1062,718.85957193334,8,402,272.110685421095,3340,2260.82012265288
20200508,S92000003,Male,"",85plus,"",16,753,1677.32163143474,6,303,674.93818635422,1919,4274.60851357673
20200508,S92000003,Male,"",Total,d,80,5802,217.874332098011,15,1043,39.1663096136204,30685,1152.27057573724
20200508,S92000003,Total,d,0 to 14,"",2,103,11.89781738583,0,0,0,5777,667.317388717866
20200508,S92000003,Total,d,0 to 59,"",135,8012,196.639458166501,0,122,2.99426034651937,49325,1210.58927534482
20200508,S92000003,Total,d,15 to 19,"",6,128,45.3968321523064,0,0,0,1700,602.926677022819
20200508,S92000003,Total,d,20 to 24,"",13,524,150.810462331921,0,0,0,3632,1045.31221219377
20200508,S92000003,Total,d,25 to 44,"",66,3338,234.464118139571,0,14,0.983372574581786,20623,1448.57804325715
20200508,S92000003,Total,d,45 to 64,"",63,5033,335.451930331573,1,177,11.7971372280327,23470,1564.28706633857
20200508,S92000003,Total,d,60+,"",118,6818,490.913987088487,34,1793,129.100730250756,24124,1736.99164337381
20200508,S92000003,Total,d,65 to 74,"",19,1423,246.066055680443,0,330,57.0638077122601,6964,1204.21926335812
20200508,S92000003,Total,d,75 to 84,"",34,2180,643.527237733131,12,673,198.666894951558,7199,2125.11586442239
20200508,S92000003,Total,d,85plus,"",51,2232,1756.27719593664,21,721,567.327893490286,5453,4290.76144688284
20200508,S92000003,Total,d,Total,d,254,14967,273.955301740706,34,1915,35.0520747533542,74825,1369.59346914868
20200509,S92000003,Female,"",0 to 14,"",4,59,13.983063902602,0,0,0,2820,668.343054327758
20200509,S92000003,Female,"",0 to 59,"",85,5370,262.240707669002,0,46,2.24638222584248,30521,1490.47460684648
20200509,S92000003,Female,"",15 to 19,"",1,81,58.7868143352735,0,0,0,982,712.699403422699
20200509,S92000003,Female,"",20 to 24,"",7,406,236.886632825719,0,0,0,2331,1360.05601260284
20200509,S92000003,Female,"",25 to 44,"",32,2270,315.0686072302,0,6,0.832780459639295,12919,1793.11512634668
20200509,S92000003,Female,"",45 to 64,"",47,3100,400.52455796947,0,67,8.65649851095306,13970,1804.94454026887
20200509,S92000003,Female,"",60+,"",38,3787,503.215690443287,22,848,112.682045285426,13486,1792.01658339534
20200509,S92000003,Female,"",65 to 74,"",4,616,204.311096812283,1,111,36.8157982892262,3416,1132.99790050448
20200509,S92000003,Female,"",75 to 84,"",10,1128,590.50171706173,8,279,146.054945975375,3955,2070.42047072619
20200509,S92000003,Female,"",85plus,"",18,1497,1821.30082487773,13,431,524.369175365598,3614,4396.91461663868
20200509,S92000003,Female,"",Total,d,123,9157,327.001028819443,22,894,31.9251850785827,44009,1571.58329991426
20200509,S92000003,Male,"",0 to 14,"",1,49,11.0418553922563,0,0,0,3074,692.707417873384
20200509,S92000003,Male,"",0 to 59,"",32,2759,136.130950178243,0,76,3.74989206725135,20273,1000.2837089393
20200509,S92000003,Male,"",15 to 19,"",3,49,33.9871819770829,0,0,0,758,525.760896706711
20200509,S92000003,Male,"",20 to 24,"",3,121,68.7242284143446,0,0,0,1322,750.854793088955
20200509,S92000003,Male,"",25 to 44,"",13,1056,150.171929794623,0,8,1.13766613480775,7773,1105.38485823258
20200509,S92000003,Male,"",45 to 64,"",15,1935,266.38985983901,2,112,15.4189479596739,9501,1307.99486218627
20200509,S92000003,Male,"",60+,"",22,3091,485.793945413797,12,979,153.863562782306,11266,1770.60970204848
20200509,S92000003,Male,"",65 to 74,"",5,811,292.99238797828,1,221,79.8413289065351,3717,1342.85167215199
20200509,S92000003,Male,"",75 to 84,"",6,1068,722.920925447087,8,410,277.525823439425,3435,2325.12488662055
20200509,S92000003,Male,"",85plus,"",8,761,1695.14178156951,1,304,677.165705121066,1959,4363.70926425055
20200509,S92000003,Male,"",Total,d,54,5856,219.902118022398,12,1055,39.6169287079286,31541,1184.41473779789
20200509,S92000003,Total,d,0 to 14,"",5,108,12.4753813365985,0,0,0,5896,681.063410746155
20200509,S92000003,Total,d,0 to 59,"",117,8129,199.511002925049,0,122,2.99426034651937,50794,1246.64311509102
20200509,S92000003,Total,d,15 to 19,"",4,132,46.8154831570659,0,0,0,1766,626.334418601352
20200509,S92000003,Total,d,20 to 24,"",10,534,153.688524590164,0,0,0,3746,1078.12212193774
20200509,S92000003,Total,d,25 to 44,"",45,3383,237.62495855787,0,14,0.983372574581786,21276,1494.44534977158
20200509,S92000003,Total,d,45 to 64,"",62,5095,339.584260886025,2,179,11.9304382136602,24100,1606.27687681123
20200509,S92000003,Total,d,60+,"",60,6878,495.234145379087,34,1827,131.548819948763,24752,1782.20930014876
20200509,S92000003,Total,d,65 to 74,"",9,1432,247.622341345322,2,332,57.4096489711223,7162,1238.45754798547
20200509,S92000003,Total,d,75 to 84,"",16,2196,648.250373422915,16,689,203.390030641343,7396,2183.26947260286
20200509,S92000003,Total,d,85plus,"",26,2258,1776.73562205418,14,735,578.343969092039,5574,4385.97181458371
20200509,S92000003,Total,d,Total,d,177,15144,277.195101861512,34,1949,35.6744092398367,76923,1407.99516775575
20200510,S92000003,Female,"",0 to 14,"",1,60,14.220064985697,0,0,0,2852,675.927088986797
20200510,S92000003,Female,"",0 to 59,"",68,5438,265.561446611552,0,46,2.24638222584248,31295,1528.2724295161
20200510,S92000003,Female,"",15 to 19,"",2,83,60.2383406151568,0,0,0,1014,735.923823900832
20200510,S92000003,Female,"",20 to 24,"",7,413,240.970885115818,0,0,0,2422,1413.15129237412
20200510,S92000003,Female,"",25 to 44,"",36,2306,320.065289988036,0,6,0.832780459639295,13253,1839.47323859993
20200510,S92000003,Female,"",45 to 64,"",29,3129,404.271400608539,0,67,8.65649851095306,14304,1848.09783135332
20200510,S92000003,Female,"",60+,"",51,3838,509.992558732859,15,863,114.675241841182,13805,1834.40523014776
20200510,S92000003,Female,"",65 to 74,"",7,623,206.632813821513,3,114,37.8108198646107,3501,1161.1901784737
20200510,S92000003,Female,"",75 to 84,"",15,1143,598.354133512019,4,283,148.148923695452,4059,2124.86389144819
20200510,S92000003,Female,"",85plus,"",22,1519,1848.06676886391,8,439,534.102245906027,3695,4495.46195586053
20200510,S92000003,Female,"",Total,d,119,9276,331.250578063684,15,909,32.4608425463442,45102,1610.61487406514
20200510,S92000003,Male,"",0 to 14,"",0,49,11.0418553922563,0,0,0,3120,703.073241302849
20200510,S92000003,Male,"",0 to 59,"",14,2773,136.821719769579,0,76,3.74989206725135,20880,1030.23350479221
20200510,S92000003,Male,"",15 to 19,"",0,49,33.9871819770829,0,0,0,781,541.714063757179
20200510,S92000003,Male,"",20 to 24,"",1,122,69.2921972442152,0,0,0,1371,778.685265752615
20200510,S92000003,Male,"",25 to 44,"",7,1063,151.16738766258,0,8,1.13766613480775,8056,1145.6297977514
20200510,S92000003,Male,"",45 to 64,"",8,1943,267.491213264701,1,113,15.5566171378853,9764,1344.20185605586
20200510,S92000003,Male,"",60+,"",17,3108,488.46573353157,12,991,155.749530865439,11552,1815.55860802982
20200510,S92000003,Male,"",65 to 74,"",2,813,293.714933941235,1,222,80.2026018880126,3812,1377.17260539236
20200510,S92000003,Male,"",75 to 84,"",8,1076,728.336063465418,5,415,280.910284700881,3511,2376.56869779468
20200510,S92000003,Male,"",85plus,"",5,766,1706.27937540374,5,309,688.303298955294,2017,4492.9053527276
20200510,S92000003,Male,"",Total,d,31,5887,221.066217349361,12,1067,40.0675478022368,32434,1217.94830873266
20200510,S92000003,Total,d,0 to 14,"",1,109,12.5908941267522,0,0,0,5974,690.073408378143
20200510,S92000003,Total,d,0 to 59,"",82,8211,201.523538567791,0,122,2.99426034651937,52175,1280.53716048892
